base-bin__test_repeated_rearm_cannot_starve_the_watcher_lock	exit=1
base-bin__test_arm_inside_handling_keeps_the_episode_retirable	exit=1
base-bin__test_midloop_recovery_discovery_announces_the_generation_once	exit=1
target-bin__test_repeated_rearm_cannot_starve_the_watcher_lock	exit=0
target-bin__test_arm_inside_handling_keeps_the_episode_retirable	exit=0
target-bin__test_midloop_recovery_discovery_announces_the_generation_once	exit=0
target-bin__ORIGINAL-case__test_rejected_metacharacter_bytes_are_inert	exit=1
target-bin__test_rejected_metacharacter_bytes_are_inert	exit=1
base-bin__CORRECTED-case__test_rejected_metacharacter_bytes_are_inert	exit=0
